ligand,receptor,source,target,label
IFNG,IFNGR1_IFNGR2,P01579,P15260_P38484,1
GNAS,ADCY8,Q5JWF2,P40145,1
WNT7B,FZD6_LRP6,P56706,O60353_O75581,1
ICAM1,ITGAM_ITGB2,P05362,P11215_P05107,1
HSD17B12,AR,COMPLEX:Q53GQ0,P10275,1
NID1,ITGB1,P14543,P05556,1
GNAI2,CHRM1,P04899,P11229,1
CGB8,SIRPA,P0DN86,P78324,1
GAD1_SLC6A1,GABRA1_GABRB3_GABRG2,COMPLEX:P30531_Q99259,NA_NA_NA,1
C4BPA,BMPR2,P04003,Q13873,1
GAD2_SLC6A11,GABRA6_GABRB3_GABRD,COMPLEX:P48066_Q05329,NA_NA_NA,1
PNOC,MTNR1A,Q13519,P48039,1
IL25,IL17RA,Q9H293,Q96F46,1
PVR,CD96,P15151,P40200,1
SFRP2,WNT8B,Q96HF1,Q93098,1
RSPO4,WNT4,Q2I0M5,P56705,1
NRG3,ERBB3,P56975,P21860,1
WNT8B,FZD10_LRP5,Q93098,Q9ULW2_O75197,1
BMP5,ACVR2A_BMPR1A,P22003,P27037_P36894,1
CTLA4,CD80,P16410,P33681,1
MMP9,CD44,P14780,P16070,1
GAD1_SLC6A1,GABRA3_GABRB3_GABRQ,COMPLEX:P30531_Q99259,NA_NA_NA,1
NPFF,NPFFR1,O15130,Q9GZQ6,1
BAMBI,ACVR1B_ACVR2A,Q13145,P36896_P27037,1
IL17A_IL17F,IL17RA_IL17RC,COMPLEX:Q16552_Q96PD4,Q96F46_Q8NAC3,1
WNT2,FZD5,P09544,Q13467,1
WNT2,FZD9_LRP5,P09544,O00144_O75197,1
GLS_SLC1A7,GRM2,COMPLEX:O00341_O94925,Q14416,1
FARP2,PLXNA3,O94887,P51805,1
GLS_SLC17A7,GRM7,COMPLEX:O94925_Q9P2U7,Q14831,1
EFNA5,EPHA6,P52803,Q9UF33,1
CCL5,SDC1,P13501,P18827,1
WNT10B,FZD5_LRP6,O00744,Q13467_O75581,1
PON2,HTR2A,Q15165,P28223,1
PI16,TNFRSF21,Q6UXB8,O75509,1
WIF1,WNT1,Q9Y5W5,P04628,1
CYP19A1,GPER1,COMPLEX:P11511,Q99527,1
LRPAP1,LRP8,P30533,Q14114,1
CDH1,EGFR,P12830,P00533,1
WNT16,FZD4_LRP6,Q9UBV4,Q9ULV1_O75581,1
IL16,KCNA3,Q14005,P22001,1
FGF9,FGFR2,P31371,P21802,1
DUSP18,ITGA1,Q8NEJ0,P56199,1
HEBP1,ADRA2A,Q9NRV9,P08913,1
MMP13,LRP1,P45452,Q07954,1
FLRT2,ADGRL1,O43155,O94910,1
C1QA,CSPG4,P02745,Q6UVK1,1
GLS_SLC1A7,GRIK2_GRIK4,COMPLEX:O00341_O94925,Q13002_NA,1
IL36RN,IL1RL2,Q9UBH0,Q9HB29,1
FGB,ITGB3,P02675,P05106,1
SFRP4,WNT16,Q6FHJ7,Q9UBV4,1
GAD1_SLC6A13,GABRA4_GABRB3_GABRD,COMPLEX:Q99259_Q9NSD5,NA_NA_NA,1
BMP8A,BMPR1B,Q7Z5Y6,O00238,1
LIF,IL6ST_LIFR,P15018,P40189_P42702,1
KL,FGFR1,Q9UEF7,P11362,1
THBS3,CD36,P49746,P16671,1
INHBA,ACVR2B,P08476,Q13705,1
GIP,DPP4,P09681,P27487,1
ICAM1,ITGAL_ITGB2,P05362,P20701_P05107,1
LAMB2,RPSA,P55268,P08865,1
SFTPD,LY96,P35247,Q9Y6Y9,1
TIMP3,KDR,P35625,P35968,1
BMP2,ACVR2A_BMPR1B,P12643,P27037_O00238,1
CXCL9,CCR3,Q07325,P51677,1
SFRP2,WNT9A,Q96HF1,O14904,1
LAMA1,RPSA,P25391,P08865,1
WNT10B,FZD6_LRP6,O00744,O60353_O75581,1
GDNF,RET,P39905,P07949,1
CGN,TGFBR1,Q9P2M7,P36897,1
GNAI2,EDNRA,P04899,P25101,1
CCL25,MTNR1A,O15444,P48039,1
PNMT_SLC18A2,ADRA1B,COMPLEX:P11086_Q05940,P35368,1
PODXL2,SELL,Q9NZ53,P14151,1
GUCA1B,GUCY2D,Q9UMX6,Q02846,1
BMP10,BMPR1A,O95393,P36894,1
FMOD,TGFB3,Q06828,P10600,1
GLS_SLC17A6,GRM8,COMPLEX:O94925_Q9P2U8,O00222,1
HLA-F,KIR3DL1,P30511,P43629,1
GLS2_SLC1A6,GRIN1_GRIN2B,COMPLEX:P48664_Q9UI32,NA_NA,1
COL6A3,ITGA10_ITGB1,P12111,O75578_P05556,1
COL6A3,ITGB1,P12111,P05556,1
IL24,IL22RA1,Q13007,Q8N6P7,1
GLS2_SLC1A7,GRM8,COMPLEX:O00341_Q9UI32,O00222,1
GDF1,ACVR1B,P27539,P36896,1
FN1,ITGAV_ITGB3,P02751,P06756_P05106,1
LAMB3,ITGA6_ITGB4,Q13751,P23229_P16144,1
WNT8B,FZD1_LRP6,Q93098,Q9UP38_O75581,1
GIP,ADCYAP1R1,P09681,P41586,1
FRZB,WNT3,Q92765,P56703,1
IL4,IL4R,P05112,P24394,1
INHBC,ACVR2A,P55103,P27037,1
TNFSF10,TNFRSF11B,P50591,O00300,1
WNT7A,FZD4_LRP5,O00755,Q9ULV1_O75197,1
ADM2,PTH1R,Q7Z4H4,Q03431,1
WNT3A,FZD1_LRP6,P56704,Q9UP38_O75581,1
WNT11,FZD6,O96014,O60353,1
GDF3,ACVR1C,Q9NR23,Q8NER5,1
CALCB,RAMP2,P10092,O60895,1
NPW,GRM7,Q8N729,Q14831,1
TAFA5,FPR2,Q7Z5A7,P25090,1
COL1A1,ITGA1,P02452,P56199,1
GAD2_SLC6A6,GABRA3_GABRB3_GABRG2,COMPLEX:P31641_Q05329,NA_NA_NA,1
HSP90AA1,ITGB3,P07900,P05106,1
F2,ITGA2B,P00734,P08514,1
GHRH,PTH1R,P01286,Q03431,1
WNT6,FZD2_LRP5,Q9Y6F9,Q14332_O75197,1
WNT1,FZD3_LRP5,P04628,Q9NPG1_O75197,1
BAMBI,FZD2_LRP5,Q13145,Q14332_O75197,1
LAMC3,ITGA7_ITGB1,Q9Y6N6,Q13683_P05556,1
BMP8B,ACVRL1,P34820,P37023,1
PYY,ADRA2A,P10082,P08913,1
HRAS,CAV1,P01112,Q03135,1
ADAM2,ITGB1,Q99965,P05556,1
GAD2_SLC6A8,GABRA1_GABRB2,COMPLEX:P48029_Q05329,NA_NA,1
RSPO2,LGR6,Q6UXX9,Q9HBX8,1
HEBP1,FPR3,Q9NRV9,P25089,1
ROR2,FZD6,Q01974,O60353,1
LAMA3,ITGA2_ITGB1,Q16787,P17301_P05556,1
EFNA5,EPHB1,P52803,P54762,1
COL4A1,SDC1,P02462,P18827,1
FN1,ITGA4_ITGB1,P02751,P13612_P05556,1
CCL28,ACKR2,Q9NRJ3,O00590,1
CADM3,EPB41L1,Q8N126,Q9H4G0,1
LIN7C,KCNJ4,Q9NUP9,P48050,1
AMH,BMPR1A,P03971,P36894,1
COL5A2,ITGA1,P05997,P56199,1
COL1A1,DDR2,P02452,Q16832,1
GAD2_SLC6A12,GABRA1_GABRB2_GABRG2,COMPLEX:P48065_Q05329,NA_NA_NA,1
WNT7B,FZD8_LRP6,P56706,Q9H461_O75581,1
NMU,NMUR1,P48645,Q9HB89,1
GAD2_SLC6A8,GABRA5_GABRB3_GABRG2,COMPLEX:P48029_Q05329,NA_NA_NA,1
EBI3,IL27RA,Q14213,Q6UWB1,1
PSEN1,NOTCH1,P49768,P46531,1
ERBB2,HLA-B,P04626,P01889,1
TF,TFRC,P02787,P02786,1
TFPI,SDC4,P10646,P31431,1
CYP11B2,NR3C2,COMPLEX:P19099,P08235,1
IFNE,IFNAR1,Q86WN2,P17181,1
EPHA7,EFNA5,Q15375,P52803,1
WNT2,FZD7_LRP5,P09544,O75084_O75197,1
CDH2,CDH2,P19022,P19022,1
GLS2_SLC1A7,GRIK2,COMPLEX:O00341_Q9UI32,Q13002,1
BMP2,BMPR2,P12643,Q13873,1
NPS,RAMP3,P0C0P6,O60896,1
GAD2_SLC6A1,GABRA6_GABRB3_GABRG2,COMPLEX:P30531_Q05329,NA_NA_NA,1
VTN,ITGB5,P04004,P18084,1
CALM3,EGFR,P0DP25,P00533,1
DKK1,KREMEN1,O94907,Q96MU8,1
TPH1,HTR1A,P17752,P08908,1
WNT7B,FZD6_LRP5,P56706,O60353_O75197,1
GLS2_SLC1A6,GRM3,COMPLEX:P48664_Q9UI32,Q14832,1
SELL,CD34,P14151,P28906,1
NPY,ADRA2A,P01303,P08913,1
RNF43,FZD2_LRP5,Q68DV7,Q14332_O75197,1
ALDH1A2,CRABP2_RXRG,COMPLEX:O94788,NA_NA,1
NODAL,ACVR1C,Q96S42,Q8NER5,1
CFC1,SMAD3,P0CG37,P84022,1
GLS_SLC1A7,GRIA3,COMPLEX:O00341_O94925,P42263,1
LAMA4,ITGA9_ITGB1,Q16363,Q13797_P05556,1
CNTF,IL6ST,P26441,P40189,1
INHBE,ACVR1B_ACVR2A,P58166,P36896_P27037,1
HMGB1,SDC1,P09429,P18827,1
CALM1,PDE1B,P0DP23,Q01064,1
PORCN,WNT1,Q9H237,P04628,1
GAS1,PTCH2_SMO,P54826,Q9Y6C5_Q99835,1
COL4A1,ITGAV_ITGB8,P02462,P06756_P26012,1
PENK,OPRL1,P01210,P41146,1
GLS_SLC1A1,GRM5,COMPLEX:O94925_P43005,P41594,1
EFNB2,EPHB4,P52799,P54760,1
LTBP1,TGFB3,Q14766,P10600,1
IL2,IL2RB,P60568,P14784,1
GLS_SLC17A8,GRIK3_GRIK4,COMPLEX:O94925_Q8NDX2,Q13003_NA,1
GLS2_SLC1A1,GRIN1_GRIN2A,COMPLEX:P43005_Q9UI32,NA_NA,1
RYK,FZD7,P34925,O75084,1
POMC,ADRA2A,P01189,P08913,1
VCAN,ITGA4,P13611,P13612,1
HBEGF,EGFR,Q99075,P00533,1
HSD3B1,CATSPER4_CATSPERD,COMPLEX:P14060,NA_NA,1
LAMA1,ITGA7_ITGB1,P25391,Q13683_P05556,1
RLN1,RXFP1,P04808,Q9HBX9,1
CXCL6,CXCR1,P80162,P25024,1
GLS_SLC1A2,GRIK1_GRIK5,COMPLEX:O94925_P43004,P39086_NA,1
FGF10,FGFR1,O15520,P11362,1
IGFBP6,IGFL3,P24592,Q6UXB1,1
VEGFA,GPC1,P15692,P35052,1
GLS_SLC17A8,GRIK1_GRIK4,COMPLEX:O94925_Q8NDX2,P39086_NA,1
PROK2,PROKR1,Q9HC23,Q8TCW9,1
GLS_SLC1A3,GRM1,COMPLEX:O94925_P43003,Q13255,1
B4DXG7,EPHA1,B4DXG7,P21709,1
ENTPD1,ADORA2B,P49961,P29275,1
RNF43,FZD8_LRP6,Q68DV7,Q9H461_O75581,1
CXCL12,SDC4,P48061,P31431,1
HLA-DRB1,CD4,P01911,P01730,1
GLS2_SLC1A3,GRIK3_GRIK4,COMPLEX:P43003_Q9UI32,Q13003_NA,1
SEMA4A,PLXNB2,Q9H3S1,O15031,1
RPS19,C5AR1,P39019,P21730,1
PORCN,WNT7B,Q9H237,P56706,1
SLC6A4_TPH2,HTR3A_HTR3B_HTR3C_HTR3D,COMPLEX:P31645_Q8IWU9,P46098_O95264_Q8WXA8_Q70Z44,1
GLS2_SLC1A7,GRIK3_GRIK4,COMPLEX:O00341_Q9UI32,Q13003_NA,1
WNT16,FZD10_LRP6,Q9UBV4,Q9ULW2_O75581,1
SRD5A2,AR,COMPLEX:P31213,P10275,1
APP,SLC45A3,P05067,Q96JT2,1
CD24,SELP,P25063,P16109,1
FRZB,WNT8A,Q92765,Q9H1J5,1
TGFB3,TGFBR1,P10600,P36897,1
SFRP5,WNT10B,Q5T4F7,O00744,1
COL4A2,ITGB3,P08572,P05106,1
CCL21,ADRA2A,O00585,P08913,1
CALCA,CALCR,P06881,P30988,1
EFNB1,EPHB4,P98172,P54760,1
WNT2,FZD8_LRP5,P09544,Q9H461_O75197,1
CNTN2,NRP1,Q02246,O14786,1
SEMA3C,PLXND1,Q99985,Q9Y4D7,1
WNT3A,FZD1_LRP5,P56704,Q9UP38_O75197,1
MFGE8,ITGB3,Q08431,P05106,1
WNT8A,FZD3_LRP5,Q9H1J5,Q9NPG1_O75197,1
POMC,ADRB3,P01189,P13945,1
HSD17B6,NR1H4,COMPLEX:O14756,Q96RI1,1
IGFBP4,IGF2,P22692,P01344,1
ERBB3,EGF,P21860,P01133,1
FST,GDF3,P19883,Q9NR23,1
DDC_SLC18A2,DRD1,COMPLEX:P20711_Q05940,P21728,1
CCL26,CCR2,Q9Y258,P41597,1
TGFB1,ITGAV,P01137,P06756,1
C1QTNF1,AVPR2,Q9BXJ1,P30518,1
SHH,BOC_PTCH2,Q15465,Q9BWV1_Q9Y6C5,1
CALCA,RAMP3,P06881,O60896,1
PF4V1,PROCR,P10720,Q9UNN8,1
GLS2_SLC17A6,GRM5,COMPLEX:Q9P2U8_Q9UI32,P41594,1
DDC_SLC18A2,DRD5,COMPLEX:P20711_Q05940,P21918,1
MDK,LRP2,P21741,P98164,1
HLA-C,KIR2DL3,P10321,P43628,1
INHA_INHBB,ACVR1B_ACVR2B,COMPLEX:P05111_P09529,P36896_Q13705,1
CDH1,CDH1,P12830,P12830,1
GLS_SLC17A6,GRIN1_GRIN2D,COMPLEX:O94925_Q9P2U8,NA_O15399,1
DRAXIN,WNT1,Q8NBI3,P04628,1
GLS2_SLC1A7,GRM2,COMPLEX:O00341_Q9UI32,Q14416,1
GLS_SLC17A6,GRIK2,COMPLEX:O94925_Q9P2U8,Q13002,1
DKK1,WNT8B,O94907,Q93098,1
IL1A,IL1RAP,P01583,Q9NPH3,1
GLS2_SLC1A7,GRIA4,COMPLEX:O00341_Q9UI32,P48058,1
CALM2,INSR,P0DP24,P06213,1
NXPH1,NRXN1,P58417,P58400,1
WNT4,FZD1_LRP6,P56705,Q9UP38_O75581,1
SFRP2,WNT6,Q96HF1,Q9Y6F9,1
TNFSF13,TNFRSF14,O75888,Q92956,1
WNT16,FZD5_LRP6,Q9UBV4,Q13467_O75581,1
UBASH3B,ESR1,COMPLEX:Q8TF42,P03372,1
CCL3L1,ACKR2,P16619,O00590,1
LAMA4,ITGA6_ITGB4,Q16363,P23229_P16144,1
FST,INHBB,P19883,P09529,1
EFNA1,EPHA4,P20827,P54764,1
HP,ITGAM,P00738,P11215,1
CALM2,CACNA1C,P0DP24,Q13936,1
COL16A1,ITGB1,Q07092,P05556,1
IL31,IL31RA,Q6EBC2,Q8NI17,1
LAMC1,SV2C,P11047,Q496J9,1
CALM3,GRM7,P0DP25,Q14831,1
GDF5,ACVR2A,P43026,P27037,1
GAD1_SLC6A8,GABRA1_GABRB3_GABRG2,COMPLEX:P48029_Q99259,NA_NA_NA,1
HMGB1,THBD,P09429,P07204,1
VEGFC,FLT4,P49767,P35916,1
HSP90AA1,FGFR3,P07900,P22607,1
B2M,CD3D,P61769,P04234,1
COL2A1,DDR1,P02458,Q08345,1
SLC6A4_TPH1,HTR1D,COMPLEX:P17752_P31645,P28221,1
EDN3,EDNRA,P14138,P25101,1
EDA,EDA2R,Q92838,Q9HAV5,1
NID1,H3BM21,P14543,H3BM21,1
INSL3,ADRB2,P51460,P07550,1
LAMB3,ITGA7_ITGB1,Q13751,Q13683_P05556,1
CORT,MTNR1A,O00230,P48039,1
APOA4,LRP1,P06727,Q07954,1
GAD1_SLC6A8,GABRA3_GABRB3_GABRG2,COMPLEX:P48029_Q99259,NA_NA_NA,1
IFNA14,IFNAR1,P01570,P17181,1
MBL2,CALCR,P11226,P30988,1
LAMB1,ITGA6_ITGB4,P07942,P23229_P16144,1
CALM1,SCN4A,P0DP23,P35499,1
APOC2,LRP1,P02655,Q07954,1
PPY,GRM7,P01298,Q14831,1
COL2A1,CD44,P02458,P16070,1
PVR,KIR2DL5A,P15151,Q8N109,1
ZNRF3,FZD3_LRP6,Q9ULT6,Q9NPG1_O75581,1
RSPO3,WNT10A,Q9BXY4,Q9GZT5,1
JAG1,CD46,P78504,P15529,1
WNT5A,ROR2,P41221,Q01974,1
VWF,SELP,P04275,P16109,1
APCDD1,FZD5_LRP5,Q8J025,Q13467_O75197,1
GAD1_SLC6A8,GABRA4_GABRB3_GABRD,COMPLEX:P48029_Q99259,NA_NA_NA,1
INSL3,RXFP3,P51460,Q9NSD7,1
BAMBI,FZD2_LRP6,Q13145,Q14332_O75581,1
DHCR24,RORA,COMPLEX:Q15392,P35398,1
DEFB1,CCR6,P60022,P51684,1
APOE,SORL1,P02649,Q92673,1
IGFBP1,IGF1,P08833,P05019,1
SPINK1,EGFR,P00995,P00533,1
FGF2,SDC1,P09038,P18827,1
SLC18A1_TPH1,HTR6,COMPLEX:P17752_P54219,P50406,1
GLS2_SLC17A6,GRIK3_GRIK5,COMPLEX:Q9P2U8_Q9UI32,Q13003_NA,1
NRG4,ERBB2_ERBB4,Q8WWG1,P04626_Q15303,1
GAD1_SLC6A13,GABRA3_GABRB3_GABRG2,COMPLEX:Q99259_Q9NSD5,NA_NA_NA,1
UCN3,CRHR1,Q969E3,P34998,1
WNT9B,FZD5_LRP5,O14905,Q13467_O75197,1
GDF15,TGFBR2,Q99988,P37173,1
CALM2,AQP6,P0DP24,Q13520,1
COL2A1,ITGA2_ITGB1,P02458,P17301_P05556,1
WNT1,FZD6_LRP6,P04628,O60353_O75581,1
NMB,NMBR,P08949,P28336,1
PLG,F2RL2,P00747,O00254,1
JAM2,ITGAV_ITGB1,P57087,P06756_P05556,1
FAT4,DCHS1,Q6V0I7,Q96JQ0,1
UBB,TGFBR2,P0CG47,P37173,1
C5,ADRA2A,P01031,P08913,1
SOST,WNT10A,Q9BQB4,Q9GZT5,1
RAET1G,HCST_KLRK1,Q6H3X3,NA_P26718,1
LEFTY2,NODAL,O00292,Q96S42,1
GNAI2,S1PR4,P04899,O95977,1
GALP,GALR3,Q9UBC7,O60755,1
VIP,ADCYAP1R1,P01282,P41586,1
VEGFD,ITGA5,O43915,P08648,1
RNF43,FZD1_LRP6,Q68DV7,Q9UP38_O75581,1
CSH2,PRLR,P0DML3,P16471,1
CLCF1,IL6ST,Q9UBD9,P40189,1
ICAM2,ITGB2,P13598,P05107,1
SLC18A2_TPH2,HTR7,COMPLEX:Q05940_Q8IWU9,P34969,1
CHRD,BMP6,Q9H2X0,P22004,1
THPO,MPL,P40225,P40238,1
WNT7A,FZD2_LRP6,O00755,Q14332_O75581,1
SLC6A4_TPH2,HTR5A,COMPLEX:P31645_Q8IWU9,P47898,1
FGB,ITGA2B,P02675,P08514,1
APOE,CHRNA4,P02649,P43681,1
WNT2,FZD6_LRP6,P09544,O60353_O75581,1
ARF1,CHRM3,P84077,P20309,1
LRPAP1,SORT1,P30533,Q99523,1
COL4A3,CD93,Q01955,Q9NPY3,1
MMP9,ITGAM,P14780,P11215,1
SFRP5,WNT4,Q5T4F7,P56705,1
APOC4,VLDLR,P55056,P98155,1
WNT7B,FZD4_LRP5,P56706,Q9ULV1_O75197,1
APCDD1,FZD5_LRP6,Q8J025,Q13467_O75581,1
GLS_SLC17A6,GRIK2_GRIK4,COMPLEX:O94925_Q9P2U8,Q13002_NA,1
PMCH,MCHR2,P20382,Q969V1,1
IL15,IL15RA,P40933,Q13261,1
WNT11,FZD4,O96014,Q9ULV1,1
BMP3,BMP4,P12645,P12644,1
GDF9,TGFBR1,O60383,P36897,1
NPS,ADRB3,P0C0P6,P13945,1
FN1,C5AR1,P02751,P21730,1
GLS_SLC1A1,GRM7,COMPLEX:O94925_P43005,Q14831,1
WNT8B,FZD5_LRP6,Q93098,Q13467_O75581,1
SFTPA1,TLR2,Q8IWL2,O60603,1
SOST,WNT4,Q9BQB4,P56705,1
POMC,ADCYAP1R1,P01189,P41586,1
HEBP1,GRM7,Q9NRV9,Q14831,1
GAD2_SLC6A1,GABRA1_GABRB2,COMPLEX:P30531_Q05329,NA_NA,1
NGF,BEX3,P01138,Q00994,1
DDC,HTR3C,COMPLEX:P20711,Q8WXA8,1
HSP90AA1,LRP1,P07900,Q07954,1
FGF2,SDC3,P09038,O75056,1
RLN1,RXFP2,P04808,Q8WXD0,1
GLS2_SLC17A7,GRIK2_GRIK4,COMPLEX:Q9P2U7_Q9UI32,Q13002_NA,1
THBS1,ITGA3_ITGB1,P07996,P26006_P05556,1
IL37,IL18R1_SIGIRR,Q9NZH6,Q13478_NA,1
SLC18A2_TPH2,HTR1D,COMPLEX:Q05940_Q8IWU9,P28221,1
BTLA,TNFRSF14,Q7Z6A9,Q92956,1
INHA_INHBA,ACVR1C_ACVR2A,COMPLEX:P05111_P08476,Q8NER5_P27037,1
RPH3A,NRXN1,Q9Y2J0,P58400,1
ADM,ADRB3,P35318,P13945,1
LAMB2,SV2B,P55268,Q7L1I2,1
GREM2,GDF5,Q9H772,P43026,1
NOTUM,WNT2,Q6P988,P09544,1
GLS2_SLC1A7,GRIK3_GRIK5,COMPLEX:O00341_Q9UI32,Q13003_NA,1
HLA-DPB1,CD4,P04440,P01730,1
DRD2,GNAI2,P14416,P04899,1
NTN4,H0Y8R2,Q9HB63,H0Y8R2,1
LAMC1,SV2B,P11047,Q7L1I2,1
DDC,HTR2A,COMPLEX:P20711,P28223,1
INHBA_INHBB,ACVR1_ACVR2B,COMPLEX:P08476_P09529,Q04771_Q13705,1
CALM2,ABCA1,P0DP24,O95477,1
AMH,AMHR2_BMPR1B,P03971,Q16671_O00238,1
DRAXIN,WNT16,Q8NBI3,Q9UBV4,1
PSEN1,NOTCH4,P49768,Q99466,1
BMP15,ACVR1,O95972,Q04771,1
WNT6,FZD1,Q9Y6F9,Q9UP38,1
GAST,CCKAR,P01350,P32238,1
SOST,WNT16,Q9BQB4,Q9UBV4,1
APOB,LDLR,P04114,P01130,1
RSPO4,WNT9A,Q2I0M5,O14904,1
CNTN2,CNTN2,Q02246,Q02246,1
GAD2_SLC6A6,GABRA6_GABRB3_GABRG2,COMPLEX:P31641_Q05329,NA_NA_NA,1
DEFB4B,CCR6,O15263,P51684,1
EFNB1,ERBB2,P98172,P04626,1
GAD2_SLC6A6,GABRA3_GABRB3_GABRE,COMPLEX:P31641_Q05329,NA_NA_NA,1
GHRH,ADRB3,P01286,P13945,1
LAMA4,ITGAV_ITGB8,Q16363,P06756_P26012,1
PTMA,VIPR1,P06454,P32241,1
FGF11,FGFR3,Q92914,P22607,1
LEFTY2,BMP6,O00292,P22004,1
GAD1_SLC6A13,GABBR1,COMPLEX:Q99259_Q9NSD5,Q9UBS5,1
GLS_SLC17A7,GRM3,COMPLEX:O94925_Q9P2U7,Q14832,1
HBEGF,CD44,Q99075,P16070,1
NRXN2,ADGRL1,P58401,O94910,1
SLC18A2_TPH1,HTR1A,COMPLEX:P17752_Q05940,P08908,1
PTGES2,PTGER2,COMPLEX:Q9H7Z7,P43116,1
DDC_SLC6A3,DRD3,COMPLEX:P20711_Q01959,P35462,1
PTH2,ADRB3,Q96A98,P13945,1
LCN2,LRP2,P80188,P98164,1
GLS2_SLC1A3,GRM5,COMPLEX:P43003_Q9UI32,P41594,1
GLS2_SLC1A2,GRM5,COMPLEX:P43004_Q9UI32,P41594,1
ADGRE5,LPAR3,P48960,Q9UBY5,1
IGFBP4,WNT8A,P22692,Q9H1J5,1
SLC18A1_TPH2,HTR5A,COMPLEX:P54219_Q8IWU9,P47898,1
NLGN3,NRXN3,Q9NZ94,Q9Y4C0,1
APOC1,VLDLR,P02654,P98155,1
CGA_CGB8,LHCGR,COMPLEX:P01215_P0DN86,P22888,1
AFDN,EPHB3,P55196,P54753,1
MYOC,FZD7,Q99972,O75084,1
GLS2_SLC1A2,GRIA3,COMPLEX:P43004_Q9UI32,P42263,1
WNT16,FZD6_LRP5,Q9UBV4,O60353_O75197,1
ITGAV_ITGB3,ADGRE2,COMPLEX:P05106_P06756,Q9UHX3,1
IFNE,IFNAR2,Q86WN2,P48551,1
ICAM1,ITGAM,P05362,P11215,1
FLRT1,ADGRL1,Q9NZU1,O94910,1
SEMA3F,PLXNA3,Q13275,P51805,1
C1QB,LRP1,P02746,Q07954,1
CD80,CTLA4,P33681,P16410,1
GDF9,BMPR1B,O60383,O00238,1
RSPO3,WNT4,Q9BXY4,P56705,1
RLN3,ADRA2A,Q8WXF3,P08913,1
PROS1,TYRO3,P07225,Q06418,1
SPTBN2,PTPRA,O15020,P18433,1
INSL5,RXFP4,Q9Y5Q6,Q8TDU9,1
ITGA4_ITGB7,VCAM1,COMPLEX:P13612_P26010,P19320,1
HLA-DMB,CD4,P28068,P01730,1
GAD2_SLC32A1,GABRA4_GABRB3_GABRD,COMPLEX:Q05329_Q9H598,NA_NA_NA,1
IFNB1,IFNA2_IFNAR1_IFNAR2,P01574,P01563_P17181_P48551,1
FST,INHBC,P19883,P55103,1
NPS,RAMP2,P0C0P6,O60895,1
F8WCM8,EFNB1,F8WCM8,P98172,1
CD40LG,ITGB2,P29965,P05107,1
ACE,BDKRB2,P12821,P30411,1
WNT3A,FZD8_LRP5,P56704,Q9H461_O75197,1
CCL4,CCR5,P13236,P51681,1
APOA2,LRP1,P02652,Q07954,1
FGF6,FGFR2,P10767,P21802,1
BTC,EGFR_ERBB2,P35070,P00533_P04626,1
PDGFA,PDGFRB,P04085,P09619,1
GAD2_SLC6A13,GABBR2,COMPLEX:Q05329_Q9NSD5,O75899,1
VEGFD,ITGA4,O43915,P13612,1
IL27,IL6ST,Q8NEV9,P40189,1
VTN,NECTIN2,P04004,Q92692,1
GAD2_SLC6A11,GABRA1_GABRB3,COMPLEX:P48066_Q05329,NA_NA,1
RSPO3,WNT7A,Q9BXY4,O00755,1
DDC_SLC18A1,DRD1,COMPLEX:P20711_P54219,P21728,1
GLS_SLC1A1,GRIA2,COMPLEX:O94925_P43005,P42262,1
INHBB,ACVR1B,P09529,P36896,1
LAMA3,ITGA7_ITGB1,Q16787,Q13683_P05556,1
VCAM1,ITGB1,P19320,P05556,1
ADM,VIPR1,P35318,P32241,1
INHBB,ACVR2A,P09529,P27037,1
ADM,GPR20,P35318,Q99678,1
NECTIN2,TIGIT,Q92692,Q495A1,1
NPNT,ITGB1,Q6UXI9,P05556,1
LHB,ADCYAP1R1,P01229,P41586,1
RLN3,ADRB2,Q8WXF3,P07550,1
LAMA1,ITGA6,P25391,P23229,1
FGF1,FGFR4,P05230,P22455,1
CCL5,SDC4,P13501,P31431,1
SORBS1,INSR,Q9BX66,P06213,1
BMP7,ACVR1_BMPR2,P18075,Q04771_Q13873,1
CNTN2,CNTN1,Q02246,Q12860,1
SLC18A2_TPH1,HTR2C,COMPLEX:P17752_Q05940,P28335,1
POMC,PTH1R,P01189,Q03431,1
IL22,IL10RB,Q9GZX6,Q08334,1
EFEMP2,PLSCR4,O95967,Q9NRQ2,1
CXCL5,ACKR1,P42830,Q16570,1
JMJD6,PTDSS1,Q6NYC1,P48651,1
EPHB1,EFNA3,P54762,P52797,1
GLS_SLC1A7,GRIN1_GRIN2B,COMPLEX:O00341_O94925,NA_NA,1
ECM1,CACHD1,Q16610,Q5VU97,1
LAMC3,ITGB4,Q9Y6N6,P16144,1
TNC,ITGB3,P24821,P05106,1
NOTCH2,JAG1,Q04721,P78504,1
GLS2_SLC1A1,GRM4,COMPLEX:P43005_Q9UI32,Q14833,1
TNFSF13,TNFRSF17,O75888,Q02223,1
INSL3,GPR84,P51460,Q9NQS5,1
ADCYAP1,ADRB3,P18509,P13945,1
NTN1,UNC5B,O95631,Q8IZJ1,1
INSL3,ADCYAP1R1,P51460,P41586,1
COL2A1,ITGAV_ITGB8,P02458,P06756_P26012,1
CALM1,KCNN4,P0DP23,O15554,1
CYP11B1,NR3C2,COMPLEX:P15538,P08235,1
COL4A2,SDC1,P08572,P18827,1
