ligand,receptor,source,target,label
ADAM12,WNT9A,O43184,O14904,0
BMP3,CALCRL_GPER1_RAMP3,P12645,Q16602_Q99527_O60896,0
GZMB,CHRNA3,P10144,P32297,0
NT5E_SLC29A3,GIPR,COMPLEX:P21589_Q9BZD2,P48546,0
TAC1,GRIN1_GRIN2A,P20366,NA_NA,0
IHH,NCAM2,Q14623,O15394,0
CXCL14,CALCR_RAMP1,O95715,P30988_O60894,0
LGALS1,CRABP2_RARA_RXRA,P09382,NA_NA_P19793,0
CALCA,RHAG,P06881,Q02094,0
GREM1,TSPAN1,O60565,O60635,0
HLA-DRB3,P2RY12,P79483,Q9H244,0
SPINT1,LTB4R2,O43278,Q9NPC1,0
TNFSF4,WNT2B,P23510,Q93097,0
SFRP4,TLR2,Q6FHJ7,O60603,0
MTNR1A,FZD4,P48039,Q9ULV1,0
ADAM28,HTR1B,Q9UKQ2,P28222,0
GDF1,UNC5A,P27539,Q6ZN44,0
LGALS3BP,NPY2R,Q08380,P49146,0
ANGPTL3,GDF5,Q9Y5C1,P43026,0
MDK,ACVRL1,P21741,P37023,0
SFTPA2,CCRL2,Q8IWL1,O00421,0
EPHB6,FZD3_LRP6,O15197,Q9NPG1_O75581,0
COL1A1,PTPRA,P02452,P18433,0
INHBA,FZD9_LRP5,P08476,O00144_O75197,0
VIP,HTR2B,P01282,P41595,0
LCK,AGTR1,P06239,P30556,0
BMP10,LILRA3,O95393,Q8N6C8,0
PECAM1,EFNA4,P16284,P52798,0
GLS2_SLC1A7,TLR8,COMPLEX:O00341_Q9UI32,Q9NR97,0
GHRH,CRABP2_RARA,P01286,NA_NA,0
HLA-DPA1,GRM6,P20036,O15303,0
APCDD1,ERAP1,Q8J025,Q9NZ08,0
THBS3,ADRA1A,P49746,P35348,0
LIPC,ROBO4,P11150,Q8WZ75,0
COL3A1,PGR,P02461,P06401,0
NTN1,ACVR1B_BMPR1B_BMPR2,O95631,P36896_O00238_Q13873,0
LAMC2,HTR1F,Q13753,P30939,0
COL4A1,ROBO1,P02462,Q9Y6N7,0
TNXB,CD81,P22105,P60033,0
DEFB103A,P2RY12,P81534,Q9H244,0
TGFB1,ADRA2A,P01137,P08913,0
CXCL3,FZD4_LRP6,P19876,Q9ULV1_O75581,0
A0A0A0MR89,NECTIN1,A0A0A0MR89,Q15223,0
JAG1,DRD1,P78504,P21728,0
CHAT,BDKRB2,COMPLEX:P28329,P30411,0
FGF11,SLC17A7,Q92914,Q9P2U7,0
IL12B_IL23A,PGRMC1,COMPLEX:P29460_Q9NPF7,O00264,0
HGF,TNFRSF10A,P14210,O00220,0
ITGAL_ITGB2,INHBB,COMPLEX:P05107_P20701,P09529,0
HLA-B,ACVR1B_BMPR1B_BMPR2,P01889,P36896_O00238_Q13873,0
PSPN,TEK,O60542,Q02763,0
F8,GRM8,P00451,O00222,0
COL9A1,AXL,P20849,P30530,0
GDF11,IL2RG_IL4R,O95390,P31785_P24394,0
CFAP276,KLRD1,Q5T5A4,Q13241,0
GZMA,IL12RB2,P12544,Q99665,0
GUCA2A,GALR3_GPR151,Q02747,O60755_Q8TDV0,0
WNT3,INHBC,P56703,P55103,0
GRM5,EPB41L1,P41594,Q9H4G0,0
DDC_SLC18A2,LEPR,COMPLEX:P20711_Q05940,P48357,0
MDK,FPR2,P21741,P25090,0
SFRP5,SEMA6A,Q5T4F7,Q9H2E6,0
SAA1,ADRA2C,P0DJI8,P18825,0
BMP15,BCR_CD22_PTPRC,O95972,NA_P20273_P08575,0
SPTBN2,KIR2DL5A,O15020,Q8N109,0
QDPR,CXCR5,P09417,P32302,0
CXCL6,GRIK3,P80162,Q13003,0
SERPINE2,TNFRSF1A,P07093,P19438,0
LRP1B,CD34,Q9NZR2,P28906,0
HLA-F,LIN7C,P30511,Q9NUP9,0
CCL4,ESR1,P13236,P03372,0
NTF3,LY6G6C,P20783,O95867,0
SPINK1,PLPP6,P00995,Q8IY26,0
EFNA5,TYRO3,P52803,Q06418,0
ADAM9,SCN4A,Q13443,P35499,0
HDC,B4DXG7,COMPLEX:P19113,B4DXG7,0
GLS_SLC1A2,IL20RA_IL20RB,COMPLEX:O94925_P43004,Q9UHF4_Q6UXL0,0
WNT5A,SV2B,P41221,Q7L1I2,0
ICOSLG,ACVR1C_ACVR2B_CFC1,O75144,Q8NER5_Q13705_P0CG37,0
ORM1,CATSPER3_CATSPERB,P02763,NA_NA,0
IL17RD,PTGDR2,Q8NFM7,Q9Y5Y4,0
CCL17,IFITM1,Q92583,P13164,0
SEMA4F,ALOX5,O95754,P09917,0
MFGE8,IL11RA,Q08431,Q14626,0
SPINK1,S1PR1,P00995,P21453,0
DLL4,CD34,Q9NR61,P28906,0
ITGAX_ITGB2,HTR5A,COMPLEX:P05107_P20702,P47898,0
ERBB2,PLXNA3,P04626,P51805,0
SLURP1,ITGAV_ITGB5,P55000,P06756_P18084,0
PF4V1,CHRNA5,P10720,P30532,0
SLURP1,ACVR1C_ACVR2B_CRIPTO,P55000,Q8NER5_Q13705_P13385,0
PI3,IGF2R,P19957,P11717,0
LRP2,F11R,P98164,Q9Y624,0
ARF1,SELE,P84077,P16581,0
CSHL1,NRP1_PLXNA2,Q14406,O14786_O75051,0
DBH_SLC6A2,IL31RA,COMPLEX:P09172_P23975,Q8NI17,0
FRAS1_FREM1_NPNT,ADGRB2,COMPLEX:Q5H8C1_Q6UXI9_Q86XX4,O60241,0
GLS2_SLC17A8,CSF1R,COMPLEX:Q8NDX2_Q9UI32,P07333,0
EPGN,GRIK1_GRIK4,Q6UW88,P39086_NA,0
IFNA5,TREML2,P01569,Q5T2D2,0
CALM3,LRP2,P0DP25,P98164,0
ANGPT1,RXFP4,Q15389,Q8TDU9,0
SEMA3B,ACVR1B,Q13214,P36896,0
SEMA3D,CAV1,O95025,Q03135,0
LTBP3,PTH2R,Q9NS15,P49190,0
VTN,RHAG,P04004,Q02094,0
C3,CACNA1C,P01024,Q13936,0
RLN3,SCN4A,Q8WXF3,P35499,0
A2M,H3BM21,P01023,H3BM21,0
PROK1,ROR1,P58294,Q01973,0
IL20,EFNB2,Q9NYY1,P52799,0
FGF14,WNT10B,Q92915,O00744,0
C1QL2,GRIK2_GRIK4,Q7Z5L3,Q13002_NA,0
APP,TNFRSF8,P05067,P28908,0
RPS27A,GPR37L1,P62979,O60883,0
TENM2,PDGFC,Q9NT68,Q9NRA1,0
ENTPD1,ADGRG1,P49961,Q9Y653,0
GUCA2A,ITGA2B,Q02747,P08514,0
SLIT1,GRM7,O75093,Q14831,0
INHA,CD9,P05111,P21926,0
EREG,CSF3R,O14944,Q99062,0
NDP,S1PR2,Q00604,O95136,0
EFEMP1,PGLYRP1,Q12805,O75594,0
IL12B_IL23A,GUCY2D,COMPLEX:P29460_Q9NPF7,Q02846,0
RYK,C9J2B6,P34925,C9J2B6,0
TNFRSF10B,JAM2,O14763,P57087,0
GGT1_GGT5,KEL,COMPLEX:P19440_P36269,P23276,0
HSPG2,GPR37,P98160,O15354,0
CAMP,ERBB2,P49913,P04626,0
SORBS1,SEMA4F,Q9BX66,O95754,0
MMP12,KCNN4,P39900,O15554,0
FGB,ERBB3,P02675,P21860,0
MFNG,CALCRL_RAMP1,O00587,Q16602_O60894,0
RNASE2,HHIP,P10153,Q96QV1,0
DBH_SLC18A1,MRGPRX1,COMPLEX:P09172_P54219,Q96LB2,0
CALM1,GPR135,P0DP23,Q8IZ08,0
CCL5,VLDLR,P13501,P98155,0
SDC2,A0A0A0MR89,P34741,A0A0A0MR89,0
IL23A,ERAP1,Q9NPF7,Q9NZ08,0
F8WCM8,BOC_PTCH1,F8WCM8,Q9BWV1_Q13635,0
GH2,RPSA,P01242,P08865,0
APLP2,CHRNA3_CHRNA5_CHRNB2,Q06481,P32297_P30532_P17787,0
LCN2,HHIP,P80188,Q96QV1,0
FGF19,TSHR,O95750,P16473,0
ANGPT1,NR1I2,Q15389,O75469,0
IGFBP2,MCAM,P18065,P43121,0
BOC,LRP11,Q9BWV1,Q86VZ4,0
PCSK9,ITGA6,Q8NBP7,P23229,0
APLN,BDKRB2,Q9ULZ1,P30411,0
LAMC2,GRIN1_GRIN2B,Q13753,NA_NA,0
SPP1,GRM4,P10451,Q14833,0
PRSS1,IFNA2_IFNAR1_IFNAR2,P07477,P01563_P17181_P48551,0
THBS3,NRCAM,P49746,Q92823,0
DKK2,ITGA7,Q9UBU2,Q13683,0
APP,CHRNA5,P05067,P30532,0
CCN1,MCHR1,O00622,Q99705,0
HSP90B1,EGF,P14625,P01133,0
IFNA5,NRP2,P01569,O60462,0
VTN,NTNG2,P04004,Q96CW9,0
FST,SMO,P19883,Q99835,0
CD9,IL12RB2_IL6ST,P21926,Q99665_P40189,0
JAG1,TRAF2,P78504,Q12933,0
FGF11,JMJD6,Q92914,Q6NYC1,0
THBS4,ORAI2,P35443,Q96SN7,0
LGALS3BP,ACVR1B_TGFBR2,Q08380,P36896_P37173,0
GAD1_SLC6A6,GUCY2C,COMPLEX:P31641_Q99259,P25092,0
CD34,GRIA4,P28906,P48058,0
COL6A3,VIPR2,P12111,P41587,0
HSPA1A,EGFR_ERBB2,P0DMV8,P00533_P04626,0
ARPC5,CXCR3,O15511,P49682,0
ADAM2,MMP24,Q99965,Q9Y5R2,0
CALCA,SELE,P06881,P16581,0
ADRA2A,DCHS1,P08913,Q96JQ0,0
NCR3LG1,CD8B,Q68D85,P10966,0
COL1A2,THBD,P08123,P07204,0
S100A9,ADORA1,P06702,P30542,0
CXCL11,HTR1F,O14625,P30939,0
GAD1_SLC32A1,ROBO4,COMPLEX:Q99259_Q9H598,Q8WZ75,0
GPC6,IL1RAP,Q9Y625,Q9NPH3,0
CRH,PTCH2_SMO,P06850,Q9Y6C5_Q99835,0
COL4A4,GABRA3_GABRB3_GABRQ,P53420,NA_NA_NA,0
CCL20,F2RL2,P78556,O00254,0
FGF19,EPHB3,O95750,P54753,0
IFNG,HTR2B,P01579,P41595,0
COMP,SCARF1,P49747,Q14162,0
CTLA4,CXCR5,P16410,P32302,0
TIGIT,HLA-B,Q495A1,P01889,0
EPGN,GHR,Q6UW88,P10912,0
ITGB3BP,RXFP4,Q13352,Q8TDU9,0
SFRP4,CMKLR2,Q6FHJ7,P46091,0
INSL5,DAG1,Q9Y5Q6,Q14118,0
HLA-F,KCNJ15,P30511,Q99712,0
NEGR1,PROKR1,Q7Z3B1,Q8TCW9,0
PROS1,CRHR1,P07225,P34998,0
GLS_SLC17A6,IL2RG_IL7R,COMPLEX:O94925_Q9P2U8,P31785_P16871,0
GDF11,TFRC,O95390,P02786,0
DBH_SLC6A2,P2RY14,COMPLEX:P09172_P23975,Q15391,0
GAS6,ACVR1B_ACVR2A,Q14393,P36896_P27037,0
SFRP5,ACVR1_ACVR2A,Q5T4F7,Q04771_P27037,0
CXCL1,NT5E,P09341,P21589,0
CLEC2D,CD177,Q9UHP7,Q8N6Q3,0
HLA-DQB1,ITGB3,P01920,P05106,0
PRSS1,ACVRL1_BMPR2,P07477,P37023_Q13873,0
LEFTY1,GRM8,O75610,O00222,0
MADCAM1,IL1RAP_IL1RL2,Q13477,Q9NPH3_Q9HB29,0
TNFSF8,TLR2,P32971,O60603,0
TAC1,KCNJ10,P20366,P78508,0
DBH_SLC18A2,ADCY1,COMPLEX:P09172_Q05940,Q08828,0
MMP7,HTR1F,P09237,P30939,0
NOG,IL27RA,Q13253,Q6UWB1,0
CFC1,ADRB3,P0CG37,P13945,0
TLN1,BOC_PTCH2,Q9Y490,Q9BWV1_Q9Y6C5,0
DBH_SLC6A2,GPR143,COMPLEX:P09172_P23975,P51810,0
SPTAN1,PTH1R,Q13813,Q03431,0
SHMT1_SLC6A5,GP1BB,COMPLEX:P34896_Q9Y345,P13224,0
ADAM9,ITGA5_ITGB1,Q13443,P08648_P05556,0
EBI3_IL12A,F3,COMPLEX:P29459_Q14213,P13726,0
IL13,PLA2R1,P35225,Q13018,0
ERBB2,ORAI2,P04626,Q96SN7,0
SERPING1,IL3RA,P05155,P26951,0
EGF,ADCY7,P01133,P51828,0
CDH15,CMKLR1,P55291,Q99788,0
PNMT_SLC18A2,IL7R,COMPLEX:P11086_Q05940,P16871,0
CCN3,FZD5_LRP5,P48745,Q13467_O75197,0
MBL2,GRIA4,P11226,P48058,0
COL4A1,SCN8A,P02462,Q9UQD0,0
GLS_SLC1A3,CCR3,COMPLEX:O94925_P43003,P51677,0
LGALS9,WNT2,O00182,P09544,0
APOC1,ITGB5,P02654,P18084,0
CALM3,LHCGR,P0DP25,P22888,0
PNMT_SLC18A1,MCHR2,COMPLEX:P11086_P54219,Q969V1,0
TIE1,WNT9A,P35590,O14904,0
IFNA7,CD80,P01567,P33681,0
RELN,VANGL1,P78509,Q8TAA9,0
CALR,GALR3_GPR151,P27797,O60755_Q8TDV0,0
TBC1D24,ROR2,Q9ULP9,Q01974,0
TNF,CALCRL_RAMP1,P01375,Q16602_O60894,0
WNT7A,ACVR2A_BMPR1B,O00755,P27037_O00238,0
MMP7,ADRA1B,P09237,P35368,0
TAC3,TNFRSF1B,Q9UHF0,P20333,0
GAL,TNFRSF8,P22466,P28908,0
GH1,EGFR_ERBB2,P01241,P00533_P04626,0
CD36,BOC_PTCH2,P16671,Q9BWV1_Q9Y6C5,0
MATN1,CHRNA2,P21941,Q15822,0
APOC2,NECTIN2,P02655,Q92692,0
SLC18A1_TPH1,ITGA9,COMPLEX:P17752_P54219,Q13797,0
PDAP1,BMPR2,Q13442,Q13873,0
OCLN,CALCR,Q16625,P30988,0
CGN,IFITM2,Q9P2M7,Q01629,0
OMG,CRHR1,P23515,P34998,0
EBI3,CD8A_CD8B,Q14213,P01732_P10966,0
GLS_SLC17A6,SDC1,COMPLEX:O94925_Q9P2U8,P18827,0
ARPC5,EPHB1,O15511,P54762,0
HLA-E,KIR2DS4,P13747,P43632,0
ADCYAP1,ITGAX,P18509,P20702,0
GUCA2B,CD70,Q16661,P32970,0
TNFSF8,CHRNG,P32971,P07510,0
TG,NCAM2,P01266,O15394,0
MFAP5,PRLHR,Q13361,P49683,0
AANAT,ADCY7,Q16613,P51828,0
TIGIT,ADRA1D,Q495A1,P25100,0
DBH_SLC18A2,CD81,COMPLEX:P09172_Q05940,P60033,0
IL36RN,NPY6R,Q9UBH0,Q99463,0
GLS2_SLC1A2,BMPR1B_BMPR2,COMPLEX:P43004_Q9UI32,O00238_Q13873,0
CCL5,WNT8B,P13501,Q93098,0
APELA,ITGAV_ITGB1,P0DMC3,P06756_P05556,0
GDF6,GRM4,Q6KF10,Q14833,0
RLN2,TNFRSF19,P04090,Q9NS68,0
INHBA_INHBB,FPR1,COMPLEX:P08476_P09529,P21462,0
DMP1,WNT6,Q13316,Q9Y6F9,0
TNR,ERBB2,Q92752,P04626,0
VEGFB,CFTR,P49765,P13569,0
UBB,BEX3,P0CG47,Q00994,0
PTPRF,CTLA4,P10586,P16410,0
CXCL6,CALCR_RAMP1,P80162,P30988_O60894,0
TIMP3,PRLHR,P35625,P49683,0
FLRT1,ACVR1B_ACVR2B,Q9NZU1,P36896_Q13705,0
ADGRE5,SHANK1,P48960,Q9Y566,0
INHBA,DCHS1,P08476,Q96JQ0,0
AMH,BMP15,P03971,O95972,0
GLS_SLC1A3,ACVR1,COMPLEX:O94925_P43003,Q04771,0
IGFBP1,F2R,P08833,P25116,0
ICAM5,CALCR_RAMP1,Q9UMF0,P30988_O60894,0
VEGFB,GHRHR,P49765,Q02643,0
SLIT2,RPH3A,O94813,Q9Y2J0,0
HSPG2,CHRNB2,P98160,P17787,0
CD209,KIR2DL1,Q9NNX6,P43626,0
GLS_SLC1A7,ACVR1C_ACVR2A,COMPLEX:O00341_O94925,Q8NER5_P27037,0
NRG1,KDR,Q02297,P35968,0
IFNE,TRADD,Q86WN2,Q15628,0
A2M,FZD3_LRP5,P01023,Q9NPG1_O75197,0
NTN1,GRM5,O95631,P41594,0
IGFBP5,STRA6,P24593,Q9BX79,0
SELPLG,LTBR,Q14242,P36941,0
WNT3,BMPR2,P56703,Q13873,0
TNFRSF11B,KIR2DL5A,O00300,Q8N109,0
LAMB3,CRHR2,Q13751,Q13324,0
PDYN,NOTCH1,P01213,P46531,0
CLDN11,JMJD6,O75508,Q6NYC1,0
JAM2,FZD1,P57087,Q9UP38,0
LAMA4,DOK7_MUSK,Q16363,NA_O15146,0
GLS_SLC1A7,HTR4,COMPLEX:O00341_O94925,Q13639,0
HP,MC2R,P00738,Q01718,0
PTPRM,MRGPRX2,P28827,Q96LB1,0
IAPP,SIRPG,P10997,Q9P1W8,0
PTPRC,PDGFB,P08575,P01127,0
IL27,CSF2RB_IL3RA,Q8NEV9,P32927_P26951,0
EFNA5,KIR2DL3,P52803,P43628,0
FASLG,TNFRSF14,P48023,Q92956,0
WNT9B,ACVR1B_BMPR2,O14905,P36896_Q13873,0
LTA4H,NLGN1,COMPLEX:P09960,Q8N2Q7,0
P4HB,TFR2,P07237,Q9UP52,0
OMG,GPR75,P23515,O95800,0
NOTCH1,NGFR,P46531,P08138,0
FGF5,MC3R,P12034,P41968,0
DEFB4B,KDR,O15263,P35968,0
SCGB3A1,CD244,Q96QR1,Q9BZW8,0
GNRH1,ACVR2A_TGFBR1,P01148,P27037_P36897,0
SPINT1,FZD10_LRP5,O43278,Q9ULW2_O75197,0
DBH_SLC18A2,FAS,COMPLEX:P09172_Q05940,P25445,0
NLGN2,ESR2,Q8NFZ4,Q92731,0
TCN2,GHSR,P20062,Q92847,0
EPHA7,IL6R_IL6ST,Q15375,P08887_P40189,0
THBS4,KCNN4,P35443,O15554,0
ERBB2,ADAM2,P04626,Q99965,0
SST,GRIN1_GRIN2A,P61278,NA_NA,0
COL14A1,ROBO4,Q05707,Q8WZ75,0
IL1B,MTNR1A,P01584,P48039,0
COL6A5,F2RL3,A8TX70,Q96RI0,0
PTHLH,P2RY14,P12272,Q15391,0
SLC18A2_TPH1,EPHB6,COMPLEX:P17752_Q05940,O15197,0
CPAMD8,IL15_IL15RA_IL2RB_IL2RG,Q8IZJ3,P40933_Q13261_P14784_P31785,0
GDF11,CLEC2B,O95390,Q92478,0
TNR,IL13RA2,Q92752,Q14627,0
CXCL9,GHSR,Q07325,Q92847,0
KNG1,CHRNA4,P01042,P43681,0
ZG16B,MTTP,Q96DA0,P55157,0
CORT,HTR1F,O00230,P30939,0
TG,SDC1,P01266,P18827,0
COL4A3,FAS,Q01955,P25445,0
DHCR7,PTPRC,COMPLEX:Q9UBM7,P08575,0
EPHA7,CDH4,Q15375,P55283,0
SEMA3A,ALK,Q14563,Q9UM73,0
IL12B,RHAG,P29460,Q02094,0
FGF17,NPR3,O60258,P17342,0
CCL1,ITGA8_ITGB1,P22362,P53708_P05556,0
CD320,PTPRZ1,Q9NPF0,P23471,0
NOTUM,CANX,Q6P988,P27824,0
NT5E_SLC29A3,FGFR3,COMPLEX:P21589_Q9BZD2,P22607,0
CLCF1,NTRK2,Q9UBD9,Q16620,0
FGG,GPR83,P02679,Q9NYM4,0
SAA1,CD96,P0DJI8,P40200,0
MELTF,ACVR1C_ACVR2B_CFC1,P08582,Q8NER5_Q13705_P0CG37,0
HSD17B1,FZD8_LRP6,COMPLEX:P14061,Q9H461_O75581,0
LRP2,MCHR1,P98164,Q99705,0
SFRP2,A0A087WTB5,Q96HF1,A0A087WTB5,0
ITGA4_ITGB7,TREM2_TYROBP,COMPLEX:P13612_P26010,Q9NZC2_O43914,0
FRAS1_FREM2_NPNT,SEMA4B,COMPLEX:Q5SZK8_Q6UXI9_Q86XX4,Q9NPR2,0
FGF5,KIR3DS1,P12034,Q14943,0
PRSS3,LPAR2,P35030,Q9HBW0,0
PF4,CCRL2,P02776,O00421,0
GAD1_SLC6A8,TNFSF4,COMPLEX:P48029_Q99259,P23510,0
WNT16,MC5R,Q9UBV4,P33032,0
CXCL10,GPR55,P02778,Q9Y2T6,0
MYOC,ITGB8,Q99972,P26012,0
THBS3,SDC2,P49746,P34741,0
FGF6,RET,P10767,P07949,0
WNT3,CHRNA4_CHRNA6_CHRNB3,P56703,P43681_Q15825_Q05901,0
HLA-B,ERBB2,P01889,P04626,0
ADM,GPR83,P35318,Q9NYM4,0
PF4V1,RAMP2,P10720,O60895,0
IGFL3,SLC9C2,Q6UXB1,Q5TAH2,0
MFGE8,APCDD1,Q08431,Q8J025,0
NECTIN2,KIR3DS1,Q92692,Q14943,0
GGT1,CSF2RA,COMPLEX:P19440,P15509,0
IL17A,ORAI2,Q16552,Q96SN7,0
IGFBP3,HTR2B,P17936,P41595,0
CHAT_SLC5A7,INHBB,COMPLEX:P28329_Q9GZV3,P09529,0
RGMB,ACVR1C_TGFBR2,Q6NW40,Q8NER5_P37173,0
CD22,PLXNB1,P20273,O43157,0
CTSG,ACVR1B_TGFBR2,P08311,P36896_P37173,0
HSPG2,TGFBR3,P98160,Q03167,0
CD1D,RXRA,P15813,P19793,0
BMP7,FCER1A,P18075,P12319,0
CNTNAP1,IL2_IL2RA_IL2RB_IL2RG,P78357,P60568_P01589_P14784_P31785,0
GLS2_SLC1A1,BDKRB2,COMPLEX:P43005_Q9UI32,P30411,0
MFNG,OPRD1,O00587,P41143,0
FCN2,CHRNA9,Q15485,Q9UGM1,0
LAMA2,AQP6,P24043,Q13520,0
ITGA9_ITGB1,RORA,COMPLEX:P05556_Q13797,P35398,0
APOC2,ERBB2_ERBB3,P02655,P04626_P21860,0
VEGFD,KLRG1,O43915,Q96E93,0
SFRP2,IL20RB,Q96HF1,Q6UXL0,0
HSP90AA1,CR1,P07900,P17927,0
GLS_SLC1A6,ITGA8_ITGB1,COMPLEX:O94925_P48664,P53708_P05556,0
CSF2,PDGFRA_PDGFRB,P04141,P16234_P09619,0
APOC2,TNFRSF11B,P02655,O00300,0
NLGN1,LY6G6C,Q8N2Q7,O95867,0
HAS2,MAG,Q92819,P20916,0
CRIPTO,FZD10_LRP6,P13385,Q9ULW2_O75581,0
IFNA6,JMJD6,P05013,Q6NYC1,0
ZNRF3,KDR,Q9ULT6,P35968,0
PDGFD,IL17RA_IL17RE,Q9GZP0,Q96F46_Q8NFR9,0
NPPB,OPRL1,P16860,P41146,0
SEMA3A,TLR9,Q14563,Q9NR96,0
CXCL8,ACVR1C_TGFBR2,P10145,Q8NER5_P37173,0
CCL5,VANGL1,P13501,Q8TAA9,0
LACRT,FZD5_LRP5,Q9GZZ8,Q13467_O75197,0
LRIG1,F2RL3,Q96JA1,Q96RI0,0
COL6A6,IL6ST_LIFR,A6NMZ7,P40189_P42702,0
APOA1,BRS3,P02647,P32247,0
AMH,GALR2_GPR151,P03971,O43603_Q8TDV0,0
ZG16B,PTH1R,Q96DA0,Q03431,0
CSH1,NRP1,P0DML2,O14786,0
ACTR2,GABRA6_GABRB3_GABRG2,P61160,NA_NA_NA,0
TNFSF13,KLRK1,O75888,P26718,0
LPL,GRIK3_GRIK4,P06858,Q13003_NA,0
SEMA7A,ACVR1_ACVR2B,O75326,Q04771_Q13705,0
HPX,NT5E,P02790,P21589,0
COL4A2,CCR8,P08572,P51685,0
XCL2,HTR3A,Q9UBD3,P46098,0
TNFSF4,GRM5,P23510,P41594,0
COL1A1,SCTR,P02452,P47872,0
BMP8A,FZD1_LRP6,Q7Z5Y6,Q9UP38_O75581,0
LRPAP1,ITGA4_ITGB7,P30533,P13612_P26010,0
EDIL3,ITGA10_ITGB1,O43854,O75578_P05556,0
YARS1,IL11RA_IL6ST,P54577,Q14626_P40189,0
CXCL16,GCGR,Q9H2A7,P47871,0
COL6A5,A0A0C4DG17,A8TX70,A0A0C4DG17,0
CYP11B2,GPR162,COMPLEX:P19099,Q16538,0
CNTN2,FLT4,Q02246,P35916,0
CEACAM5,IL13RA1,P06731,P78552,0
LAMA2,OPRK1,P24043,P41145,0
CGA_CGB7,AVPR1B,COMPLEX:P01215_P0DN87,P47901,0
JAM2,EFNB3,P57087,Q15768,0
FRAS1_FREM2_NPNT,MC3R,COMPLEX:Q5SZK8_Q6UXI9_Q86XX4,P41968,0
NRG2,TRPC3,O14511,Q13507,0
DDC_SLC6A3,NTRK2,COMPLEX:P20711_Q01959,Q16620,0
GLS_SLC1A1,GPR84,COMPLEX:O94925_P43005,Q9NQS5,0
LRRC4C,IL18R1_IL18RAP,Q9HCJ2,Q13478_O95256,0
CD34,DRD4,P28906,P21917,0
EPGN,ACVR2B_BMPR1A,Q6UW88,Q13705_P36894,0
CD48,ADCYAP1R1,P09326,P41586,0
BTC,GRM6,P35070,O15303,0
PNMT_SLC18A1,CR1,COMPLEX:P11086_P54219,P17927,0
SLC18A1_TPH1,ACKR4,COMPLEX:P17752_P54219,Q9NPB9,0
TBXAS1,ITGA3,COMPLEX:P24557,P26006,0
SEMA4D,PRLHR,Q92854,P49683,0
DDC_SLC18A2,NPY5R,COMPLEX:P20711_Q05940,Q15761,0
TBXAS1,GPC5,COMPLEX:P24557,P78333,0
WNT10A,ADGRE2,Q9GZT5,Q9UHX3,0
A0A0A0MR89,PROCR,A0A0A0MR89,Q9UNN8,0
FGA,IL15RA,P02671,Q13261,0
EDN2,PROKR2,P20800,Q8NFJ6,0
SEMA7A,CD28,O75326,P10747,0
PI16,COL13A1,Q6UXB8,Q5TAT6,0
PF4,FZD6_LRP6,P02776,O60353_O75581,0
C1QTNF1,WNT9B,Q9BXJ1,O14905,0
RGMB,SCTR,Q6NW40,P47872,0
FGF6,GFRA1,P10767,P56159,0
HSD3B1,LGR5,COMPLEX:P14060,O75473,0
COMP,FZD9,P49747,O00144,0
FGF13,MCHR2,Q92913,Q969V1,0
OPRD1,NT5E,P41143,P21589,0
DLK2,ITGAD,Q6UY11,Q13349,0
HSP90AA1,CYSLTR2,P07900,Q9NS75,0
MFAP5,CD244,Q13361,Q9BZW8,0
IL26,MC4R,Q9NPH9,P32245,0
C3,INHBA_INHBB,P01024,P08476_P09529,0
LAMB1,CALCR,P07942,P30988,0
SERPINE2,CXCR4,P07093,P61073,0
ULBP3,IL1RAP_IL1RL1,Q9BZM4,Q9NPH3_Q01638,0
RLN1,ABCA1,P04808,O95477,0
DEFB103A,ITGAV,P81534,P06756,0
DMP1,CHRNA4,Q13316,P43681,0
CYP3A4,LMBR1L,COMPLEX:P08684,Q6UX01,0
KISS1,EPHA5,Q15726,P54756,0
GDF2,CHRNB1,Q9UK05,P11230,0
IL26,CDON_PTCH1,Q9NPH9,Q4KMG0_Q13635,0
DLK1,CRABP2_RARA,P80370,NA_NA,0
MT-RNR2,TLR2,Q8IVG9,O60603,0
FARP2,GRIA4,O94887,P48058,0
GALP,SMAD3,Q9UBC7,P84022,0
TYROBP,ITGAV_ITGB8,O43914,P06756_P26012,0
PORCN,PDGFC,Q9H237,Q9NRA1,0
SEMA4F,IL36A,O95754,Q9UHA7,0
CXCL1,CDH2,P09341,P19022,0
NLGN2,TFR2,Q8NFZ4,Q9UP52,0
ADRA2A,PTCH1_SMO,P08913,Q13635_Q99835,0
CCL20,GRM1,P78556,Q13255,0
NTN1,ERBB2_ERBB3,O95631,P04626_P21860,0
ZP3,JAG2,P21754,Q9Y219,0
RELN,CSF2RA_CSF2RB,P78509,P15509_P32927,0
HLA-DQB1,LRP8,P01920,Q14114,0
DKK4,GRIA4,Q9UBT3,P48058,0
TNFSF11,PVR,O14788,P15151,0
FAT4,CHRNE,Q6V0I7,Q04844,0
PF4,SLC37A1,P02776,P57057,0
AANAT,FZD7_LRP5,Q16613,O75084_O75197,0
CRH,CHRNA6,P06850,Q15825,0
PGF,EZR_L1CAM,P49763,NA_P32004,0
GAL,TREM2,P22466,Q9NZC2,0
CD209,GDF5,Q9NNX6,P43026,0
DDC_SLC6A3,CD81,COMPLEX:P20711_Q01959,P60033,0
HP,SMO,P00738,Q99835,0
LEP,IL1RL2,P41159,Q9HB29,0
